Sample,QD-source,Core,Shell,QD-diameter-nm,Emission-wavelength-nm,Surface-ligand,Ligand-chemical,Surface-charge,Surface-modification,Surface-modification-chemical,Cell-anatomical-type,Cell-identification,Cell-source-species,Cell-origin,Cell-tissue-organ-origin,Assay-type,Delivery-type,Exposure-time-hrs,QD-conc-nanoMolar,QD/cell-attomoles/cell,QD/cell-number/cell,Cd-conc-ug/mL,Cd-conc/cell-picomoles/cell,Cell-viability-percent,Cell-viability-StdDev,IC50Value,IC50-ug/ml,IC50-nMolar,IC50-ug/ml,Lowest-conc-nMolar,Lowest-conc-ug/ml,Highest-conc-nMolar,Highest-conc-ug/ml,Surface-conc-nMolar,Reference,
2537,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HDF,Human ,Primary,Skin,Live/dead-staining,Passive,4,1.8E+01,2.6E+03,1.5E+09,1.7E+00,2.2E+00,2.5,5.3,NA,NA,NA,NA,NA,NA,1.8E+01,1.4E+01,3.9E+03,414,
2538,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HDF,Human ,Primary,Skin,Live/dead-staining,Passive,5,1.8E+01,2.6E+03,1.5E+09,1.7E+00,2.2E+00,1.2,5.3,NA,NA,NA,NA,NA,NA,1.8E+01,1.4E+01,3.9E+03,414,
2539,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HDF,Human ,Primary,Skin,Live/dead-staining,Passive,10,1.8E+01,2.6E+03,1.5E+09,1.7E+00,2.2E+00,1.5,5.3,NA,NA,NA,NA,NA,NA,1.8E+01,1.4E+01,3.9E+03,414,
2540,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HDF,Human ,Primary,Skin,Live/dead-staining,Passive,20,1.8E+01,2.6E+03,1.5E+09,1.7E+00,2.2E+00,1.5,5.3,NA,NA,NA,NA,NA,NA,1.8E+01,1.4E+01,3.9E+03,414,
2541,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HDF,Human ,Primary,Skin,Live/dead-staining,Passive,24,1.8E+01,2.6E+03,1.5E+09,1.7E+00,2.2E+00,1.9,5.3,NA,NA,NA,NA,NA,NA,1.8E+01,1.4E+01,3.9E+03,414,
2542,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,1,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,94.8,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2543,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,2,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,88.0,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2544,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,3,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,82.5,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2545,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,4,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,77.0,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2546,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,5,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,73.2,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2547,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,10,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,56.4,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2548,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,15,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,49.7,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2549,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,20,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,50.1,NA,IC50,3.5E+00,4.5E+00,3.5E+00,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2550,In-house,CdSe,ZnS,8.3,620,Aminopolymer,b-PEI,Positive,Unmodified,Unmodified,Fibroblast,HFF,Human ,Cell-line,Foreskin,Live/dead-staining,Passive,24,4.5E+00,4.5E+02,2.7E+08,4.3E-01,3.8E-01,51.8,NA,NA,NA,NA,NA,NA,NA,4.5E+00,3.5E+00,9.7E+02,414,
2551,Commercial,CdSe,ZnS,9.0,655,PEG,PEG,Neutral,Unmodified,Unmodified,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,WST,Passive,2,5.0E+02,5.0E+03,3.0E+09,1.1E+02,1.0E+01,87.1,3.5,NA,NA,NA,NA,NA,NA,5.0E+02,4.7E+02,1.7E+05,415,
2552,Commercial,CdSe,ZnS,9.0,655,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,WST,Passive,2,5.0E+02,5.0E+03,3.0E+09,1.1E+02,1.0E+01,2.9,1.7,NA,NA,NA,NA,NA,NA,5.0E+02,4.7E+02,1.7E+05,415,
2553,In-house,CdSe,ZnS,4.0,555,Polyol,2-Deoxyglucose,Negative,Unmodified,Unmodified,Myoblast,C2C12,Mouse,Cell-line,Muscle,Resazurin,Passive,4,1.0E+03,8.3E+03,5.0E+09,1.6E+01,1.2E+00,110.8,7.8,Over50,NA,NA,NA,1.0E+02,9.1E+00,1.0E+03,9.1E+01,5.0E+04,416,
2554,In-house,CdSe,ZnS,4.0,555,Polyol,2-Deoxyglucose,Negative,Unmodified,Unmodified,Myoblast,C2C12,Mouse,Cell-line,Muscle,Resazurin,Passive,4,1.0E+03,8.3E+03,5.0E+09,1.6E+01,1.2E+00,98.6,NA,Over50,NA,NA,NA,1.0E+02,9.1E+00,1.0E+03,9.1E+01,5.0E+04,416,
2555,In-house,CdSe,ZnS,3.3,569,Alkylthiol-PEG,PEG-Tyrosinase,Neutral,Protein,Tyrosinase,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Active,24,5.0E+02,5.0E+03,3.0E+09,1.2E+01,1.0E+00,97.8,3.5,Over50,NA,NA,NA,2.0E+00,1.1E-01,5.0E+02,2.9E+01,1.7E+04,417,
2556,In-house,CdSe,ZnS,3.3,569,Alkylthiol-PEG,PEG-Tyrosinase,Neutral,Protein,Tyrosinase,Epithelial,B16,Mouse,Cell-line,Skin,MTT,Active,24,5.0E+02,5.0E+03,3.0E+09,1.2E+01,1.0E+00,105.6,NA,Over50,NA,NA,NA,2.0E+00,1.1E-01,5.0E+02,2.9E+01,1.7E+04, 417,
2557,In-house,CdSe,No-shell,2.0,510,Lipid,OleicAcid,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,24,2.5E+04,2.5E+05,1.5E+11,2.1E+02,1.9E+01,38.0,NA,IC50,5.6E+01,3.9E+03,5.6E+01,5.0E+02,7.2E+00,2.5E+04,3.6E+02,3.1E+05,418,
2558,In-house,CdSe,No-shell,3.0,550,Lipid,OleicAcid,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,24,2.5E+04,2.5E+05,1.5E+11,7.1E+02,6.3E+01,47.2,NA,IC50,7.8E+02,1.6E+04,7.8E+02,5.0E+02,2.4E+01,2.5E+04,1.2E+03,7.1E+05,418,
2559,In-house,CdSe,No-shell,4.0,590,Lipid,OleicAcid,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,24,2.5E+04,2.5E+05,1.5E+11,1.7E+03,1.5E+02,51.3,NA,IC50,2.9E+03,2.5E+04,2.9E+03,5.0E+02,5.7E+01,2.5E+04,2.9E+03,1.3E+06,418,
2560,In-house,CdSe,No-shell,2.0,510,Lipid,OleicAcid,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,Live/dead-staining,Passive,24,2.5E+04,2.5E+05,1.5E+11,2.1E+02,1.9E+01,62.0,5.0,Over50,NA,NA,NA,5.0E+02,7.2E+00,2.5E+04,3.6E+02,3.1E+05,418,
2561,In-house,CdSe,ZnS,4.0,610,Alkylthiol,D-penicillamine,Zwitterion,Drug,D-penicillamine,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Active,4,1.0E+01,1.0E+02,6.0E+07,4.5E-01,4.0E-02,72.3,7.0,NA,NA,NA,NA,NA,NA,1.0E+01,1.0E+00,5.0E+02,419,
2562,In-house,CdSe,ZnS,4.0,610,Alkylthiol,D-penicillamine-HSA,Zwitterion,Drug,D-penicillamine-HSA,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Active,4,1.0E+01,1.0E+02,6.0E+07,4.5E-01,4.0E-02,78.2,3.3,NA,NA,NA,NA,NA,NA,1.0E+01,1.0E+00,5.0E+02,419,
2563,In-house,CdSe,ZnS,4.0,610,Alkylthiol,MSA,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,4,1.0E+01,1.0E+02,6.0E+07,4.5E-01,4.0E-02,75.0,3.9,NA,NA,NA,NA,NA,NA,1.0E+01,1.0E+00,5.0E+02,419,
2564,In-house,CdSe,ZnS,4.0,610,Alkylthiol,MSA-HSA,Negative,Protein,HSA,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Active,4,1.0E+01,1.0E+02,6.0E+07,4.5E-01,4.0E-02,96.0,4.6,NA,NA,NA,NA,NA,NA,1.0E+01,1.0E+00,5.0E+02,419,
2565,In-house,CdSe,CdZnS,8.0,593,Silica,OleicAcid-TEOS,Negative,Unmodified,Unmodified,Epithelial,A431,Human ,Cell-line,Skin,MTT,Passive,24,1.0E+02,1.0E+03,6.0E+08,3.5E+01,3.1E+00,92.5,3.2,Over50,NA,NA,NA,1.0E+01,7.3E+00,1.0E+02,7.3E+01,2.0E+04,420,
2566,In-house,CdSe,No-shell,5.5,625,Lipid,OleicAcid-SA,Negative,Protein,SA,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Active,24,5.0E+00,5.0E+01,3.0E+07,8.7E-01,7.8E-02,97.7,NA,NA,NA,NA,NA,NA,NA,5.0E+00,1.5E+00,4.7E+02,421,
2567,In-house,CdTe,ZnS,4.0,605,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Passive,24,2.0E+02,2.0E+03,1.2E+09,7.4E+00,6.6E-01,76.3,NA,Over50,NA,NA,NA,1.0E+01,9.2E-01,2.0E+02,1.8E+01,1.0E+04,422,
2568,In-house,CdTe,ZnS,4.0,605,Alkylthiol,MPA-aminophenylboronic-acid,Neutral,Unmodified,Unmodified,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Passive,24,2.0E+02,2.0E+03,1.2E+09,7.4E+00,6.6E-01,81.0,NA,Over50,NA,NA,NA,1.0E+01,9.2E-01,2.0E+02,1.8E+01,1.0E+04,422,
2569,In-house,CdTe,ZnS,4.0,605,Polyol,CD,Neutral,Unmodified,Unmodified,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Passive,24,2.0E+02,2.0E+03,1.2E+09,7.4E+00,6.6E-01,85.9,NA,Over50,NA,NA,NA,1.0E+01,9.2E-01,2.0E+02,1.8E+01,1.0E+04,422,
2570,In-house,CdTe,ZnS,4.0,605,Polyol,CD-PEG4-RGD,Neutral,Delivery-Peptide,RGD-Peptide,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Active,24,2.0E+01,2.0E+02,1.2E+08,7.4E-01,6.6E-02,100.9,3.9,NA,NA,NA,NA,NA,NA,2.0E+01,1.8E+00,1.0E+03,422,
2571,In-house,CdTe,ZnS,4.0,605,Polyol,CD-PEG4-RGD,Neutral,Delivery-Peptide,RGD-Peptide,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Active,72,2.0E+01,2.0E+02,1.2E+08,7.4E-01,6.6E-02,99.4,6.3,NA,NA,NA,NA,NA,NA,2.0E+01,1.8E+00,1.0E+03,422,
2572,In-house,CdTe,ZnS,4.0,605,Polyol,CD-PEG4-RGD,Neutral,Delivery-Peptide,RGD-Peptide,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Active,120,2.0E+01,2.0E+02,1.2E+08,7.4E-01,6.6E-02,101.4,4.9,NA,NA,NA,NA,NA,NA,2.0E+01,1.8E+00,1.0E+03,422,
2573,In-house,CdTe,ZnS,4.0,605,Polyol,CD-PEG4-RGD,Neutral,Delivery-Peptide,RGD-Peptide,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Active,168,2.0E+01,2.0E+02,1.2E+08,7.4E-01,6.6E-02,101.6,5.1,NA,NA,NA,NA,NA,NA,2.0E+01,1.8E+00,1.0E+03,422,
2574,In-house,CdTe,ZnS,4.0,605,Polyol,CD-PEG4-RGD,Neutral,Delivery-Peptide,RGD-Peptide,Fibroblast,hMSCs,Human ,Primary,Bone-Marrow,Resazurin,Active,288,2.0E+01,2.0E+02,1.2E+08,7.4E-01,6.6E-02,97.4,4.3,NA,NA,NA,NA,NA,NA,2.0E+01,1.8E+00,1.0E+03,422,
2575,Commercial,CdSeS,ZnS,6.0,500,Polyol,HBPG-COOH,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,24,5.4E+02,5.4E+03,3.3E+09,1.0E+01,9.0E-01,45.1,5.3,IC50,1.3E+02,4.6E+02,1.3E+02,3.0E+01,8.5E+00,5.4E+02,1.5E+02,6.1E+04,423,
2576,Commercial,CdSeS,ZnS,6.0,500,Polyol,HBPG,Neutral,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,24,5.4E+02,5.4E+03,3.3E+09,1.0E+01,9.0E-01,55.8,6.9,Over50,NA,NA,NA,3.0E+01,8.5E+00,5.4E+02,1.5E+02,6.1E+04,423,
2577,Commercial,CdSeS,ZnS,6.0,500,Polyol,HBPG-COOH,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,48,5.4E+02,5.4E+03,3.3E+09,1.0E+01,9.0E-01,19.5,1.6,IC50,8.1E+01,2.9E+02,8.1E+01,3.0E+01,8.5E+00,5.4E+02,1.5E+02,6.1E+04,423,
2578,Commercial,CdSeS,ZnS,6.0,500,Polyol,HBPG,Neutral,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,48,5.4E+02,5.4E+03,3.3E+09,1.0E+01,9.0E-01,22.2,5.9,IC50,1.2E+02,4.4E+02,1.2E+02,3.0E+01,8.5E+00,5.4E+02,1.5E+02,6.1E+04,423,
2579,Commercial,CdSe,ZnS,4.0,590,Amphiphilic-polymer,Hexadecylamine-PSMA-EA,Positive,Unmodified,Unmodified,Somatic,P-tricornutum,Microalgae,Primary,Microorganism,Colonigenic-assay,Passive,72,2.5E+00,1.3E+02,7.5E+07,1.2E-01,5.5E-02,19.2,4.8,IC50,1.6E-01,1.5E+00,1.6E-01,5.0E-01,5.3E-02,2.5E+00,2.6E-01,1.3E+02,424,
2580,Commercial,CdSe,ZnS,4.0,590,Amphiphilic-polymer,Hexadecylamine-PSMA-EA,Positive,Unmodified,Unmodified,Somatic,I-galbana,Microalgae,Primary,Microorganism,Colonigenic-assay,Passive,72,3.5E+00,2.8E+02,1.7E+08,1.7E-01,1.2E-01,0.0,NA,IC50,2.6E-01,2.4E+00,2.6E-01,5.0E-01,5.3E-02,3.5E+00,3.7E-01,1.8E+02,424,
2581,Commercial,CdSe,ZnS,4.0,590,Amphiphilic-polymer,Hexadecylamine-PSMA-EA,Positive,Unmodified,Unmodified,Somatic,R-reticulata,Microalgae,Primary,Microorganism,Colonigenic-assay,Passive,72,2.5E+00,2.1E+02,1.3E+08,1.2E-01,9.1E-02,49.8,3.5,IC50,2.6E-01,2.5E+00,2.6E-01,5.0E-01,5.3E-02,2.5E+00,2.6E-01,1.3E+02,424,
2582,Commercial,CdSe,ZnS,4.0,590,Amphiphilic-polymer,Hexadecylamine-PSMA-EA,Positive,Unmodified,Unmodified,Somatic,D-tertiolecta,Microalgae,Primary,Microorganism,Colonigenic-assay,Passive,72,4.3E+00,3.6E+02,2.2E+08,2.1E-01,1.6E-01,47.2,6.6,IC50,4.5E-01,4.2E+00,4.5E-01,5.0E-01,5.3E-02,4.3E+00,4.6E-01,2.2E+02,424,
2583,In-house,CdSe,CdZnS,9.5,645,Polyol,HA-CYST,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,WST,Passive,4,2.0E+01,4.0E+02,2.4E+08,1.2E+01,2.1E+00,99.0,10.0,Over50,NA,NA,NA,1.0E+00,1.2E+00,2.0E+01,2.5E+01,5.7E+03,425,
2584,In-house,CdSe,CdZnS,9.5,645,Polyol,HA-CYST,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,WST,Passive,5,2.0E+01,4.0E+02,2.4E+08,1.2E+01,2.1E+00,85.0,7.0,Over50,NA,NA,NA,1.0E+00,1.2E+00,2.0E+01,2.5E+01,5.7E+03,425,
2585,In-house,CdSe,CdZnS,9.5,645,Polyol,HA-CYST,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,WST,Passive,25,2.0E+01,4.0E+02,2.4E+08,1.2E+01,2.1E+00,100.0,2.0,Over50,NA,NA,NA,1.0E+00,1.2E+00,2.0E+01,2.5E+01,5.7E+03,425,
2586,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA-SA,Neutral,Protein,SA,Myoblast,L6-GLUT4myc,Rat,Cell-line,Muscle,Colonigenic-assay,Active,0.33,2.2E+01,4.4E+04,2.6E+10,1.2E+00,2.1E+01,100.0,5.0,Over50,NA,NA,NA,5.5E+00,1.3E+00,2.2E+01,5.3E+00,2.1E+03,426,
2587,In-house,CdSe,ZnS,6.0,537,Hydrophilic-Polymer,DHLA-PIMA-PEG,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,1.0E+02,1.0E+03,6.0E+08,1.8E+00,1.6E-01,90.0,5.0,Over50,NA,NA,NA,6.3E+00,1.8E+00,1.0E+02,2.9E+01,1.1E+04,427,
2588,In-house,CdSe,ZnS,6.0,537,Hydrophilic-Polymer,His-PIMA-PEG,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,1.0E+02,1.0E+03,6.0E+08,1.8E+00,1.6E-01,100.0,5.0,Over50,NA,NA,NA,6.3E+00,1.8E+00,1.0E+02,2.9E+01,1.1E+04,427,
2589,In-house,CdSe,ZnS,6.0,537,Hydrophilic-Polymer,DHLA-His-PIMA-PEG,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,1.0E+02,1.0E+03,6.0E+08,1.8E+00,1.6E-01,92.0,9.0,Over50,NA,NA,NA,6.3E+00,1.8E+00,1.0E+02,2.9E+01,1.1E+04,427,
2590,In-house,CdS,No-shell,4.5,600,Other-Hydrophilic,Octylphenoxypolyethoxyethanol,Neutral,Unmodified,Unmodified,Endothelial,HUVEC,Human ,Primary,Umbilical-Vein,Resazurin,Passive,24,7.3E+03,1.5E+05,8.7E+10,7.8E+02,1.4E+02,12.0,NA,IC50,6.0E+00,4.4E+01,6.0E+00,7.3E+00,1.0E+00,7.3E+03,1.0E+03,4.6E+05,428,
2591,In-house,CdS,No-shell,4.5,600,Silica,APTES,Positive,Unmodified,Unmodified,Endothelial,HUVEC,Human ,Primary,Umbilical-Vein,Resazurin,Passive,24,5.8E+03,1.2E+05,7.0E+10,6.2E+02,1.1E+02,60.0,NA,Over50,NA,NA,NA,5.8E+00,8.0E-01,5.8E+03,8.0E+02,3.7E+05,428,
2592,In-house,CdS,No-shell,4.5,600,Silica,APTES-CD31-Antibody,Positive,Protein,Antibody,Endothelial,HUVEC,Human ,Primary,Umbilical-Vein,Resazurin,Active,24,5.8E+03,1.2E+05,7.0E+10,6.2E+02,1.1E+02,60.0,NA,Over50,NA,NA,NA,5.8E+00,8.0E-01,5.8E+03,8.0E+02,3.7E+05,428,
2593,In-house,CdS,No-shell,4.5,600,Other-Hydrophilic,Octylphenoxypolyethoxyethanol,Neutral,Unmodified,Unmodified,Neural,GL-1,Human ,Cell-line,Brain,Resazurin,Passive,24,7.3E+03,1.5E+05,8.7E+10,7.8E+02,1.4E+02,3.0,NA,Under50,NA,NA,NA,7.3E+00,1.0E+00,7.3E+03,1.0E+03,4.6E+05,428,
2594,In-house,CdS,No-shell,4.5,600,Silica,APTES,Positive,Unmodified,Unmodified,Neural,GL-1,Human ,Cell-line,Brain,Resazurin,Passive,24,5.8E+03,1.2E+05,7.0E+10,6.2E+02,1.1E+02,42.0,NA,IC50,5.0E+02,3.6E+03,5.0E+02,5.8E+00,8.0E-01,5.8E+03,8.0E+02,3.7E+05,428,
2595,In-house,CdS,No-shell,4.5,600,Silica,APTES-CD31-Antibody,Positive,Protein,Antibody,Neural,GL-1,Human ,Cell-line,Brain,Resazurin,Active,24,5.8E+03,1.2E+05,7.0E+10,6.2E+02,1.1E+02,54.0,NA,Over50,NA,NA,NA,5.8E+00,8.0E-01,5.8E+03,8.0E+02,3.7E+05,428,
2596,In-house,CdSeTe,No-shell,2.5,560,Alkylthiol,MUA,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,3.5E+03,3.5E+04,2.1E+10,5.2E+01,4.6E+00,10.0,2.0,IC50,7.0E+00,2.5E+02,7.0E+00,3.5E+02,1.0E+01,3.5E+03,1.0E+02,6.9E+04,429,
2597,In-house,CdSeTe,No-shell,5.0,450,Hydrophilic-Polymer,Polyaniline,Positive,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,4.4E+02,4.4E+03,2.6E+09,5.2E+01,4.6E+00,61.4,2.0,Over50,NA,NA,NA,4.4E+01,1.0E+01,4.4E+02,1.0E+02,3.4E+04,429,
2598,In-house,CdSeTe,No-shell,5.0,450,Hydrophilic-Polymer,Polyaminobezoicacid,Zwitterion,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,4.4E+02,4.4E+03,2.6E+09,5.2E+01,4.6E+00,67.1,9.0,Over50,NA,NA,NA,4.4E+01,1.0E+01,4.4E+02,1.0E+02,3.4E+04,429,
2599,In-house,CdSeTe,No-shell,5.0,450,Hydrophilic-Polymer,Polymethylaniline,Positive,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,4.4E+02,4.4E+03,2.6E+09,5.2E+01,4.6E+00,61.4,2.0,Over50,NA,NA,NA,4.4E+01,1.0E+01,4.4E+02,1.0E+02,3.4E+04,429,
2600,In-house,CdSeTe,No-shell,5.0,450,Hydrophilic-Polymer,Polychloroaniline,Positive,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,4.4E+02,4.4E+03,2.6E+09,5.2E+01,4.6E+00,23.0,5.0,IC50,4.6E+01,2.0E+02,4.6E+01,4.4E+01,1.0E+01,4.4E+02,1.0E+02,3.4E+04,429,
2601,Commercial,CdSe,ZnS,6.2,620,Aminoacid,GSH,Zwitterion,Peptide,GSH,Epithelial,HaCaT,Human ,Cell-line,Skin,MTT,Active,24,1.0E+01,1.0E+02,6.0E+07,9.5E-01,8.4E-02,102.0,2.0,NA,NA,NA,NA,NA,NA,1.0E+01,3.5E+00,1.2E+03,430,
2602,Commercial,CdSe,ZnS,6.2,620,Alkylthiol,DHLA,Negative,Unmodified,Unmodified,Epithelial,HaCaT,Human ,Cell-line,Skin,MTT,Passive,24,1.0E+01,1.0E+02,6.0E+07,9.5E-01,8.4E-02,85.0,2.0,NA,NA,NA,NA,NA,NA,1.0E+01,3.5E+00,1.2E+03,430,
2603,Commercial,CdSe,ZnS,6.2,620,Aminothiol,CYST,Positive,Unmodified,Unmodified,Epithelial,HaCaT,Human ,Cell-line,Skin,MTT,Passive,24,1.0E+01,1.0E+02,6.0E+07,9.5E-01,8.4E-02,72.0,2.0,NA,NA,NA,NA,NA,NA,1.0E+01,3.5E+00,1.2E+03,430,
2604,Commercial,CdSe,ZnS,6.2,620,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Epithelial,HaCaT,Human ,Cell-line,Skin,MTT,Passive,24,1.0E+01,1.0E+02,6.0E+07,9.5E-01,8.4E-02,58.0,1.0,NA,NA,NA,NA,NA,NA,1.0E+01,3.5E+00,1.2E+03,430,
2605,Commercial,CdSe,ZnS,4.3,545,Lipid,Aminooxy-PC-His,Neutral,Peptide,His,Chondrocytes,NHAC-Kn,Human ,Primary,Knee,WST,Active,24,2.5E+02,5.0E+03,3.0E+09,3.6E+00,6.5E-01,100.0,NA,Over50,NA,NA,NA,5.0E+00,5.5E-01,2.5E+02,2.7E+01,1.5E+04,431,
2606,Commercial,CdSe,ZnS,4.3,545,Lipid,Aminooxy-PC-His,Neutral,Peptide,His,Epithelial,A549,Human ,Cell-line,Lung,WST,Active,24,2.5E+02,5.0E+03,3.0E+09,3.6E+00,6.5E-01,100.0,NA,Over50,NA,NA,NA,5.0E+00,5.5E-01,2.5E+02,2.7E+01,1.5E+04,431,
2607,Commercial,CdSe,ZnS,4.3,545,Lipid,Aminooxy-PC-His,Neutral,Peptide,His,Epithelial,HepG2,Human ,Cell-line,Liver,WST,Active,24,2.5E+02,5.0E+03,3.0E+09,3.6E+00,6.5E-01,95.0,5.0,Over50,NA,NA,NA,5.0E+00,5.5E-01,2.5E+02,2.7E+01,1.5E+04,431,
2608,Commercial,CdSe,ZnS,4.3,545,Lipid,Aminooxy-PC-His,Neutral,Peptide,His,Epithelial,PC3,Human ,Cell-line,Prostate,WST,Active,24,2.5E+02,5.0E+03,3.0E+09,3.6E+00,6.5E-01,100.0,NA,Over50,NA,NA,NA,5.0E+00,5.5E-01,2.5E+02,2.7E+01,1.5E+04,431,
2609,Commercial,CdSe,ZnS,4.3,545,Lipid,Aminooxy-PC-His,Neutral,Peptide,His,Epithelial,HT29,Human ,Cell-line,Colon,WST,Active,24,2.5E+02,5.0E+03,3.0E+09,3.6E+00,6.5E-01,102.0,NA,Over50,NA,NA,NA,5.0E+00,5.5E-01,2.5E+02,2.7E+01,1.5E+04,431,
