Nanoparticle,Type: Organic (O)/inorganic (I),coat,Diameter (nm),Concentration μM,Zeta potential (mV),Cells,Cell line (L)/primary cells (P),Human(H)/Animal(A) cells,Animal?,Cell morphology,"Cell age: embryonic (E), Adult (A)",Cell-organ/tissue source,Exposure time (h),Test,Test indicator,Biochemical metric,% Cell viability,Interference checked (Y/N),Colloidal stability checked (Y/N),Positive control (Y/N),Publication year,Particle ID,Reference DOI,
Dendrimer,O,,49.2,0.004841644,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,93.333336,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,97.18519,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,98.37037,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.07407,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,94.81481,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,95.40741,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,98.07407,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,95.40741,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,93.62963,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,100.44444,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,104.296295,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.666664,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,104.59259,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,96.59259,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,99.85185,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,96.296295,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,93.62963,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,6.2,0.075,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,94.02772,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.15,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,85.57277,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.3,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,84.39145,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,74.11877,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1.2,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,59.90669,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,2.4,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,38.725822,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,3.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,29.34955,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,4.8,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,25.119354,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar Blue,Alamar blue,cell metabolic activity,22.705078,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.075,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,98.57363,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.15,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,90.72474,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.3,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,82.8763,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,73.20968,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1.2,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,58.99805,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,2.4,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,32.361732,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,3.6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,23.288942,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,4.8,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,19.66481,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,6,8.3,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.947502,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.025,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,94.43609,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.05,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,92.93233,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.1,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,90.22556,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,79.69925,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.4,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,60.75188,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.8,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,24.661654,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,18.947369,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1.6,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,17.74436,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,17.44361,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.025,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,108.57143,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.05,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,99.24812,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.1,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,95.0376,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,76.69173,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.4,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,58.345863,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.8,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,26.466166,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1.2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,18.947369,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1.6,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.541353,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,2,21.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.842106,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.0125,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,98.70422,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.025,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,96,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.05,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,92.61972,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.1,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,89.57746,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.2,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,66.59155,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.4,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,38.19718,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.6,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,21.97183,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.8,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,17.915493,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Alamar blue,Alamar blue,cell metabolic activity,16.90141,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.0125,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,101.07042,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.025,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,98.02817,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.05,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,91.943665,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.1,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,73.014084,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.2,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,51.71831,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.4,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,29.070423,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.6,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,21.633802,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,0.8,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,17.915493,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,,6.2,1,26.5,J774,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,16.225351,N,N,N,2010,96,10.1016/j.taap.2010.04.014,
Dendrimer,O,NH2,2.4,0.186514242,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,96.490974,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,NH2,2.4,1.865142416,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,78.48348,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,NH2,2.4,18.65142416,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,41.35286,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,NH2,2.4,186.5142416,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,18.633606,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,NH2,2.4,1865.142416,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,12.819753,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,PEG,4.6,0.026489407,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,99.73772,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,PEG,4.6,0.264894065,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,94.755486,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,PEG,4.6,2.648940654,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,87.832664,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,PEG,4.6,26.48940654,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,72.59634,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,PEG,4.6,264.8940654,,Clone­9,L,A,Rat,Epithelial,A,Liver,3,MTT,tetrazolium salt,cell metabolic activity,62.902348,N,N,N,2004,97,10.1021/ja048548j,
Dendrimer,O,,1.6,15,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,95.841576,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,50,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,97.02951,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,150,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,118.05281,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,50,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,98.368866,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,150,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,105.897705,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,15,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,100.41322,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,50,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,107.85124,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,1.6,150,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,111.15703,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,11.5,15,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,91.554794,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,11.5,50,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,103.074615,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,11.5,15,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,110.10704,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,11.5,50,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,108.09163,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,11.5,15,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,101.65289,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,11.5,50,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,95.454544,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,5,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,81.533966,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,15,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,117.02008,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,50,,HaCaT ,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,126.88439,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,5,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,92.38327,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,15,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,94.92944,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,50,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,88.765335,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,5,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,62.396694,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,15,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,34.29752,N,N,N,2012,98,10.2147/IJN.S32785,
Dendrimer,O,,10.5,50,,SK­Mel­28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,21.900826,N,N,N,2012,98,10.2147/IJN.S32785,
PLGA,O,,148.2,0.000674536,-8.6,COS­1,L,A,Monkey (Cercopithecus aethiops),Fibroblast,A,Kidney,48,MTT,tetrazolium salt,cell metabolic activity,70.46809,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,
PLGA,O,,148.2,0.000674536,-8.6,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,79.65958,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,
PLGA,O,,148.2,0.000674536,-8.6,Calu­3,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,92.93617,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,
PLGA,O,,148.2,0.000674536,-8.6,A549,L,H,,Epithelial,A,Lung,48,Vialight,luciferase,ATP content,105.31645,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,
PLGA,O,,120,0.000427324,-11,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,99.27273,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.000856017,-11,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.818184,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.001712034,-11,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.09091,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.003424067,-11,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,95.27273,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.006848135,-11,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,73.09091,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.000427324,-11,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,98.434525,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.000856017,-11,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,96.52028,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.001712034,-11,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,94.9772,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.003424067,-11,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,87.87857,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,,120,0.006848135,-11,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,83.00216,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,8.69781E-05,10,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.454544,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.000174235,10,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,95.63636,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.00034847,10,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,95.27273,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.00069694,10,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,87.63636,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.00139388,10,MDBK,L,A,"Cow, Bos taurus",Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,73.09091,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,8.69781E-05,10,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,98.41533,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.000174235,10,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,96.87305,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.00034847,10,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,92.73818,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.00069694,10,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,90.45436,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,204,0.00139388,10,Colo­205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,87.05784,N,N,N,2015,100,10.1002/jbm.a.35498,
PLGA,O,Chitosan,230,6.01513E-06,32,Calu­3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,102.61919,N,N,N,2011,101,10.2147/IJN.S24552,
PLGA,O,Chitosan,230,0.000100252,32,Calu­3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,101.53653,N,N,N,2011,101,10.2147/IJN.S24552,
